"id","transaction_id","user_id","ammount","transaction_time","merchant_id","hash","product_id","is_anomaly","anomaly_reason"
40,"txn_920adbfbfc","user_1034","1686.19","2025-05-13 04:42:55.793943","mcht_713970a5","8949d45035024140a0527c1c301915bb","prod_36c4da",False,NULL
41,"txn_1c82e0dae5","user_1087","377.47","2025-05-11 05:56:16.927161","mcht_107cc45d","5f3607e84b674d2fb6721490845dfa4d","prod_d764b6",False,NULL
42,"txn_10f8a0e3dd","user_1051","30014.76","2025-05-15 16:41:11.167659","mcht_107cc45d","5e38424a58e04befa7604b955eebe4ee","prod_7019f5",False,NULL
43,"txn_383cb78431","user_1056","758.45","2025-05-09 10:29:05.434995","mcht_53290e43","422c254f20494cfa957358c11a896b0a","prod_0110ca",False,NULL
44,"txn_bf6fd4dcda","user_1054","455.96","2025-05-05 22:02:50.044672","mcht_713970a5","c5507620a25743008f945343a1fd6c76","prod_211bf4",False,NULL
45,"txn_961054d2f3","user_1055","955.87","2025-05-06 08:47:32.004014","mcht_a9c8038d","7be23df496dd47c0a68ba70fce19bfc9","prod_d764b6",False,NULL
46,"txn_ddea469be8","user_1012","1508.18","2025-05-10 02:17:42.503161","mcht_ce80720b","2cb6b541b475481386e18ee25a4eb457","prod_0110ca",False,NULL
47,"txn_88961617e3","user_1009","880.25","2025-05-06 01:01:59.459721","mcht_2fda37a3","96e4d7210cc04bbb8c105bd60d467814","prod_9360b4",False,NULL
48,"txn_0e45163717","user_1077","1107.01","2025-05-11 21:04:43.064187","mcht_47eaf08d","782a76567795429a9cf22a618e2470db","prod_77ad1b",False,NULL
49,"txn_ae517d9012","user_1063","43.84","2025-05-12 09:30:18.984248","mcht_107cc45d","4d96cddd90be43009b77906df530d0aa","prod_b8e250",False,NULL
50,"txn_450693cebb","user_1056","195.76","2025-05-11 17:41:41.610982","mcht_ed0cbde6","f2343391b91445cfab536f3add44c6d1","prod_0110ca",False,NULL
51,"txn_9500d8bdbb","user_1098","685.54","2025-05-07 10:43:05.686819","mcht_a4534fde","c3f59061d82246dfbf576ac7799293b4","prod_77ad1b",False,NULL
52,"txn_4df8e7d092","user_1055","1694.74","2025-05-09 20:33:04.876602","mcht_d53978e6","21e7213c30d64ccf823b91a008221e6f","prod_30ecce",False,NULL
53,"txn_50a6f54987","user_1084","1760.05","2025-05-09 08:26:31.819238","mcht_a4534fde","2e524cb285024cf59e6e7d79a56e607d","prod_93e20c",False,NULL
54,"txn_0541c11859","user_1037","1547.23","2025-05-16 01:42:39.343578","mcht_53290e43","85353c0db4fc451f97a889e106a5ebb0","prod_fc087b",False,NULL
55,"txn_556efda862","user_1053","410.54","2025-05-13 21:41:02.495812","mcht_a9c8038d","fa3ef50eed224b3e9150e00e51185fc3","prod_5f4395",False,NULL
56,"txn_c094df5c6f","user_1063","960.44","2025-05-11 03:30:42.524102","mcht_5c597fbd","641bba6e6fdc4dd395bf05ecd1fcdaa0","prod_8690f8",False,NULL
57,"txn_c672a148e8","user_1052","1493.08","2025-05-11 16:32:55.350307","mcht_47eaf08d","7534d930da5a45279d80c4ee6eb32d92","prod_93e20c",False,NULL
58,"txn_2efc39c376","user_1054","1302.25","2025-05-18 08:55:59.055344","mcht_e1e7bf64","e59d736801ca46c7b5e6b687a9a1da44","prod_147b90",False,NULL
59,"txn_d67d7f3609","user_1038","1836.80","2025-05-07 03:52:12.09173","mcht_8ca45277","9ba6ff8422e64825be56df068a3f18f5","prod_3de6f6",False,NULL
60,"txn_d50fe78d6e","user_1069","878.81","2025-05-06 13:04:30.326455","mcht_107cc45d","e92fe4833d474921bd454f1ad83cfc44","prod_76264a",False,NULL
61,"txn_6fd2665175","user_1009","678.99","2025-05-11 22:57:31.257263","mcht_dae58456","c8a237c272e44169bf396143c155bd14","prod_c29e6f",False,NULL
62,"txn_10a733c1ea","user_1094","1540.85","2025-05-08 16:03:58.006178","mcht_fec172af","9e403d6b12354006b6255353a10aa41b","prod_b9f4af",False,NULL
63,"txn_062d3439f5","user_1004","1727.09","2025-05-10 02:56:41.230936","mcht_2fda37a3","a39de7fdfabb41c085d8e33946561371","prod_b58785",False,NULL
64,"txn_0a9ba93db5","user_1017","1422.42","2025-05-12 07:18:15.562923","mcht_a4534fde","a2053c01065b463baadbdfe853188f2e","prod_3ee596",False,NULL
65,"txn_f5cf0c09b9","user_1045","183.89","2025-05-08 18:21:49.300416","mcht_ce80720b","b49b0eb425ba4ebab12798818398ddc2","prod_700e91",False,NULL
66,"txn_05ddc33bb5","user_1001","856.01","2025-05-08 18:39:13.127251","mcht_9bd5be58","0acb706d2b5e49c1b5a5e0d5adc184a8","prod_aca0d3",False,NULL
67,"txn_7ec58591aa","user_1028","464.42","2025-05-11 16:49:51.730058","mcht_5c597fbd","7620fa188b4b42efa991bbc76f33afe2","prod_e963a7",False,NULL
68,"txn_192008ed94","user_1099","1067.31","2025-05-08 14:55:05.308859","mcht_713970a5","96fc7582fec64029bebfbca027cd604f","prod_77ad1b",False,NULL
69,"txn_b49ff62391","user_1058","1467.81","2025-05-11 22:21:47.599311","mcht_e1e7bf64","bb93117efbd840128149307a5d0a0eb9","prod_d764b6",False,NULL
70,"txn_4576b4e96f","user_1008","975.65","2025-05-11 20:41:19.174247","mcht_2fda37a3","d7b8c5cb1a52430bb94bfde23bc4f684","prod_b6b48d",False,NULL
71,"txn_8f4b0e3992","user_1065","1083.90","2025-05-15 09:43:04.298326","mcht_e1e7bf64","1abde61e37eb4b3185dc368d00188f33","prod_63664c",False,NULL
72,"txn_55df5383af","user_1093","1978.22","2025-05-12 21:22:30.232992","mcht_713970a5","a417a8b66f604231a1c3fd6cc345bf0a","prod_30ecce",False,NULL
73,"txn_128adfc013","user_1057","1713.06","2025-05-08 07:46:45.193138","mcht_dae58456","bf47efc7a39647b3bd07fa9b145cd742","prod_93e20c",False,NULL
74,"txn_c998073849","user_1084","1485.98","2025-05-13 03:21:52.970028","mcht_5c597fbd","84ec826387014739ac65c70ea0414030","prod_b58785",False,NULL
75,"txn_f9d4e97648","user_1087","98.14","2025-05-12 21:01:17.314664","mcht_53290e43","66c04d320e724f08a9e7397b6368c1c9","prod_85f7af",False,NULL
76,"txn_d1c85886d1","user_1030","228.03","2025-05-19 04:56:23.207262","mcht_8ca45277","cae56beeac3b482983b38f86ee599860","prod_52cbb5",False,NULL
77,"txn_bd8a618fd2","user_1070","1112.24","2025-05-06 16:32:51.351711","mcht_ddc61b33","cd6b55ef0fd246bf862d71cf976d625f","prod_d94c5d",False,NULL
78,"txn_c5d94e9516","user_1056","196.31","2025-05-10 12:10:22.919442","mcht_ce80720b","ef0bd794dba54a6da2ac44cca9df8ee7","prod_5f4395",False,NULL
79,"txn_09cba50751","user_1035","634.90","2025-05-06 23:43:30.663561","mcht_107cc45d","3a24e2c948ee4d1586d228bc4f54df1c","prod_30ecce",False,NULL
80,"txn_42e74d982e","user_1018","1713.71","2025-05-12 21:27:51.852794","mcht_13854936","9c4f7fa79c8b4d72a787066d36213c64","prod_b58785",False,NULL
81,"txn_82fada3bd4","user_1069","34.73","2025-05-15 15:06:21.000327","mcht_ed0cbde6","36349a9902ea4ef7a377bbc6cb641a5f","prod_1c5dea",False,NULL
82,"txn_b21a400460","user_1012","22857.99","2025-05-09 15:13:22.898961","mcht_8ca45277","d991f33b86d34302b8174baedfd104b0","prod_864b3a",False,NULL
83,"txn_1a50697d55","user_1072","720.58","2025-05-10 08:42:46.284028","mcht_13854936","1ef5e95b8b6c4ec6a8c9ed6d47c95a45","prod_36c4da",False,NULL
84,"txn_4f729f7455","user_1081","336.70","2025-05-09 16:25:52.555456","mcht_dae58456","79c955a11b84458bae997428f953d75f","prod_52cbb5",False,NULL
85,"ptn_rapid_c6cfff87","user_1030","130.15","2025-06-03 09:35:15.417821","mcht_cbe9ed81","0a63f649d50d417f883a010260189b4a","prod_951b1c",False,NULL
86,"txn_c6f9fe7d84","user_1018","1572.04","2025-05-20 09:52:16.952773","mcht_8ca45277","1a3af49e8f3b464ba2deaccc564536ca","prod_63664c",False,NULL
87,"txn_169284aa4e","user_1086","202.24","2025-05-08 07:18:40.762889","mcht_fec172af","d0ecf21f15a244008f45d730529c60de","prod_779a61",False,NULL
88,"txn_0a92a5f44e","user_1064","49.48","2025-05-08 21:06:59.710724","mcht_2deb4d49","0c7e09e3b7664133a64e8b9f4b40e1bf","prod_211bf4",False,NULL
89,"txn_818c7a7709","user_1071","820.41","2025-05-10 13:31:56.270895","mcht_dae58456","602ba7dd532e40e1b2d5ea000cba7bdf","prod_5f2834",False,NULL
90,"txn_0783da08f8","user_1040","366.61","2025-05-14 13:39:41.11033","mcht_5c597fbd","b4659e650e6e452eae87504da5677d26","prod_27d903",False,NULL
91,"txn_6bdf5aaaee","user_1052","211.34","2025-05-15 16:00:31.264369","mcht_dae58456","579ef08f5ebb44189810d54ba369f231","prod_d94c5d",False,NULL
92,"txn_7bd5e04452","user_1005","1546.02","2025-05-11 05:12:23.343374","mcht_713970a5","d3fbf16c33c64f69b758f12bbdaf172b","prod_b8e250",False,NULL
93,"txn_76b91318d7","user_1096","251.81","2025-05-09 00:33:51.247244","mcht_2fda37a3","65715c24f62242acbcc90336479aaff3","prod_95c032",False,NULL
94,"txn_d0554e0506","user_1039","593.42","2025-05-10 04:07:42.170884","mcht_d53978e6","00e232e7f5484caeb2e15ec135c4b7ed","prod_6294c6",False,NULL
95,"txn_16f93087c2","user_1074","635.43","2025-05-22 06:14:12.459478","mcht_107cc45d","2fdab425642b4e70afa1aa16c15be0c9","prod_52cbb5",False,NULL
96,"txn_c78f1320dc","user_1027","22723.67","2025-05-09 06:29:33.889069","mcht_13854936","23f8b1fc596c47e58481c534db1f2d95","prod_b6b48d",False,NULL
97,"txn_4d1224bc37","user_1095","330.47","2025-05-05 22:49:08.088968","mcht_a4534fde","f2558b23d4624052bac59685333be385","prod_b58785",False,NULL
98,"txn_14b7ee3026","user_1039","254.76","2025-05-23 23:37:19.318602","mcht_8ca45277","f8dbaea52a694ad5b975e94d9f9df82e","prod_b6b48d",False,NULL
99,"txn_036cf1834d","user_1094","449.36","2025-05-23 05:11:06.313552","mcht_dae58456","8c1e8902adce4782ade3293f04777076","prod_211bf4",False,NULL
100,"txn_0fc81f157a","user_1023","221.31","2025-05-06 00:08:43.591143","mcht_5c597fbd","6a555aa0dde449b9955ff73e0223b45d","prod_447c15",False,NULL
101,"txn_27f8662205","user_1099","1431.05","2025-05-11 00:32:30.683471","mcht_2deb4d49","f88c08988b65415dbdd18adbdf337fb3","prod_4b8a74",False,NULL
102,"txn_1bb15af558","user_1003","1860.53","2025-05-17 14:46:48.651046","mcht_2deb4d49","95e9749c6100486f93fdb4dd97894a1f","prod_c29e6f",False,NULL
103,"txn_8bb8fae93f","user_1036","34494.41","2025-05-13 11:51:30.632178","mcht_5c597fbd","221dafc597b34f249ddda9e9189a11cd","prod_85f7af",False,NULL
104,"txn_7b08874ce9","user_1073","1255.01","2025-05-10 02:32:34.835104","mcht_e1e7bf64","13780b58a4744b1591bae400afc3fa7e","prod_779a61",False,NULL
105,"txn_7615654623","user_1020","1631.60","2025-05-10 10:05:21.003659","mcht_e1e7bf64","a2550a6a4a9147a3b669280c54b014d2","prod_fc087b",False,NULL
106,"txn_3ff29d4306","user_1062","1636.60","2025-05-09 15:59:52.531609","mcht_13854936","be989864cb024b47a97769f514fa039d","prod_3abb90",False,NULL
107,"txn_a4ef6b5fbd","user_1066","746.63","2025-05-15 22:12:44.624207","mcht_53290e43","d153b481d89849bb87059abb7b80a634","prod_8c53bf",False,NULL
108,"txn_dad2660c75","user_1031","233.18","2025-05-16 19:58:16.227187","mcht_2deb4d49","5c4c1ad4d37c4af8a50d6bb1d6a8049f","prod_3abb90",False,NULL
109,"txn_efbac52d83","user_1032","1901.28","2025-05-04 23:56:38.321275","mcht_713970a5","ae895d2092dc44fea5bea5dcae78f57d","prod_85b91b",False,NULL
110,"txn_4756dab804","user_1074","1301.84","2025-05-07 17:34:47.334846","mcht_d53978e6","3db71db7992a48a1b97fd1124b5f688b","prod_d03b7c",False,NULL
111,"txn_4ce539079b","user_1049","1812.58","2025-05-13 05:28:50.784825","mcht_9bd5be58","96a720ba388844888f3586efc916bd3d","prod_8c53bf",False,NULL
112,"txn_823308fa9d","user_1037","955.69","2025-05-07 03:17:02.631467","mcht_ed0cbde6","77285cd3e641466a825058cc1f5db871","prod_a7eb2e",False,NULL
113,"txn_92b8308156","user_1041","1238.97","2025-05-08 22:00:15.451589","mcht_5c597fbd","89b033ae6a2e4311aeacf119cc8aea6e","prod_aca0d3",False,NULL
114,"txn_ab0b3e58cb","user_1049","592.01","2025-05-13 04:13:48.542296","mcht_fec172af","3a410fa3d4004007a8cacfacdd8a2e8d","prod_8c53bf",False,NULL
115,"txn_d64b1bf94f","user_1056","391.34","2025-05-12 13:01:35.396754","mcht_713970a5","0af5eb7cdf9849768cc64db08d3fac89","prod_27d903",False,NULL
116,"txn_8023e0c8a1","user_1030","830.73","2025-05-16 21:36:03.888637","mcht_a9c8038d","8f4ed7f21dcd42c694c64717ecdfd9e8","prod_d94c5d",False,NULL
117,"txn_024049581c","user_1043","632.49","2025-05-07 12:02:35.503472","mcht_9bd5be58","80f6c7b06998450c995b2816432427c6","prod_76264a",False,NULL
118,"txn_4f0bc055c2","user_1018","991.02","2025-05-08 03:49:42.641993","mcht_a9c8038d","137169622fd242c2adf2aa01a0fc84f5","prod_0110ca",False,NULL
119,"txn_4a34d7545c","user_1031","433.34","2025-05-17 09:39:11.235448","mcht_713970a5","c25f10ed8743470eb8b528c2ec46193b","prod_5f2834",False,NULL
120,"txn_469c0aabc4","user_1097","811.20","2025-05-16 17:37:11.089597","mcht_dae58456","d504c5619bcc4996ac97dccfdcab4dc1","prod_5f4395",False,NULL
121,"txn_f8c2046fa3","user_1038","451.54","2025-05-13 01:08:49.49137","mcht_ce80720b","23e045df5fc342f8843c08b7f0370518","prod_27d903",False,NULL
122,"txn_4e94c3ba62","user_1042","1986.38","2025-05-09 23:41:24.594827","mcht_cf02f9fd","f6feb7febe12444593ed8a3f71693aad","prod_b58785",False,NULL
123,"txn_ccd60aa404","user_1021","38849.43","2025-05-08 00:52:21.988493","mcht_13854936","b372e78c717d4bda928713ae71fef8b7","prod_a7eb2e",False,NULL
124,"txn_be2fb7fa25","user_1016","426.41","2025-05-19 10:38:20.380331","mcht_a9c8038d","d486ed817bfe4c8ca9656271dd1cf546","prod_9360b4",False,NULL
125,"txn_a25f61f566","user_1089","1574.30","2025-05-17 14:18:00.774106","mcht_a9c8038d","88e7aeab50cf4c529234bb8d0e0aee55","prod_e963a7",False,NULL
126,"txn_4f7840fa67","user_1095","458.27","2025-05-09 03:04:00.317818","mcht_fec172af","70b258a18bc547bdae5db6afb45cea8d","prod_b6b48d",False,NULL
127,"txn_fed90260e4","user_1009","772.16","2025-05-07 10:20:09.534564","mcht_2fda37a3","54171f68864d4b688169f9e3796b4e8e","prod_fc087b",False,NULL
128,"txn_3d5744ba7a","user_1001","1586.26","2025-05-14 14:11:07.480951","mcht_cf02f9fd","47d503a88690415ca4ed2043689a0ace","prod_b9f4af",False,NULL
129,"txn_098525d110","user_1097","478.62","2025-05-07 01:54:46.664627","mcht_ce80720b","f08eeaf2aeb04879ac0ddd29a5dfec11","prod_8690f8",False,NULL
130,"txn_82a2fae24a","user_1050","545.42","2025-05-15 20:50:25.519978","mcht_8ca45277","51c67682c3a348dca0054b829193e1f8","prod_447c15",False,NULL
131,"txn_853ce797b6","user_1090","40346.94","2025-05-09 14:45:34.000485","mcht_cf02f9fd","02fb7908f3214f4285b1fcf53a1525ae","prod_95c032",False,NULL
132,"txn_3cdd2ebac0","user_1051","1083.44","2025-05-09 09:25:59.489312","mcht_ddc61b33","5d8e741e8c344f2192f781e3ac081688","prod_e963a7",False,NULL
133,"txn_12554374cf","user_1008","1588.73","2025-05-22 06:13:02.307728","mcht_107cc45d","c43a4686fb304c52960e28ce95cea580","prod_3abb90",False,NULL
134,"txn_2a1169cbde","user_1092","776.10","2025-05-13 08:28:45.242138","mcht_13854936","71ee6ff315994f138de04acc91fab111","prod_8c53bf",False,NULL
135,"ptn_high_d0b50801","user_1065","82693.63","2025-06-03 07:53:15.41789","mcht_074c8680","2decf374f4994e6093058bbd3b87453b","prod_d450e0",False,NULL
136,"txn_cf7e0c2405","user_1046","1192.13","2025-05-08 02:34:07.821576","mcht_a4534fde","9cbeb46700c14faca3de9d86505ba748","prod_615362",False,NULL
137,"txn_1f890bb67b","user_1050","1559.39","2025-05-17 17:28:55.390556","mcht_107cc45d","68d0c99c5c9646429d05e73d5c9c7589","prod_a7eb2e",False,NULL
138,"txn_5af22d4222","user_1064","827.67","2025-05-15 11:45:31.85959","mcht_9bd5be58","3ac5f369856b41b8b2a55a3a95c160a3","prod_5f4395",False,NULL
139,"txn_8d196f4e74","user_1082","1368.18","2025-05-20 04:12:35.665338","mcht_2deb4d49","2c70cc582360405ea491ac3d7d95f39c","prod_b6b48d",False,NULL
140,"txn_1dada74758","user_1031","1474.77","2025-05-07 11:37:05.649832","mcht_713970a5","10171ab93d1b477e889f3c6042cf5e75","prod_414cf0",False,NULL
141,"txn_80871714ca","user_1078","1005.91","2025-05-16 14:08:37.885149","mcht_a9c8038d","099b33110113460f81a524daa8859d9c","prod_d94c5d",False,NULL
142,"txn_04ff14640c","user_1070","1559.58","2025-05-08 02:34:40.397824","mcht_a4534fde","faa9513fd0de4b8f9297df2d3f489f8c","prod_8690f8",False,NULL
143,"txn_c0d1a1a978","user_1083","578.26","2025-05-07 07:06:35.715509","mcht_a9c8038d","f493848e9b7e45cd9103df79cefc0f33","prod_52cbb5",False,NULL
144,"txn_5114e35a10","user_1023","466.49","2025-05-14 18:53:03.390834","mcht_ed0cbde6","e009efe09dbd4fe5bc122be05ae6d0fd","prod_30ecce",False,NULL
145,"txn_991474371e","user_1014","907.69","2025-05-04 17:23:18.558943","mcht_a9c8038d","d3fb26b033964a838aff2cb4436d387d","prod_414cf0",False,NULL
146,"txn_4b7549ae59","user_1099","1955.37","2025-05-07 01:53:07.094138","mcht_cf02f9fd","6143273817564460971a4a582f7fe389","prod_f00771",False,NULL
147,"txn_afc5d2b22d","user_1004","1299.07","2025-05-06 13:31:30.313198","mcht_713970a5","5a30aa1a1528494fae5dbc9339d32e3f","prod_d764b6",False,NULL
148,"txn_e18ef3124f","user_1099","1318.88","2025-05-16 00:05:51.681088","mcht_2deb4d49","8f2f201a502c4c599d2a6c7ad8cacdef","prod_27d903",False,NULL
149,"txn_a337e9ba18","user_1031","668.72","2025-05-17 17:52:10.316299","mcht_dae58456","bee0389509034238b8a1971fcbbf63e5","prod_8c53bf",False,NULL
150,"txn_6607db5b08","user_1087","1911.41","2025-05-16 00:40:27.09854","mcht_8ca45277","407c51814803468082d00c1f36c1fbaf","prod_e963a7",False,NULL
151,"txn_de295426ee","user_1008","1205.66","2025-05-10 02:10:10.317051","mcht_2deb4d49","b08fc1ca77ba480fb19dcbe73b239e4e","prod_6294c6",False,NULL
152,"txn_6b32fcb046","user_1049","837.09","2025-05-08 18:04:07.709283","mcht_107cc45d","adfbdfa11e7c4398b7592b34a5292c0c","prod_85f7af",False,NULL
153,"txn_7f7ba3821e","user_1071","194.80","2025-05-13 23:26:04.830344","mcht_cf02f9fd","66700f948f4647319f654fcba8c3c8b6","prod_211bf4",False,NULL
154,"ptn_rapid_17e72650","user_1030","190.19","2025-06-03 09:26:15.417821","mcht_09fe8707","9760d09b710b4de59aa318882aabe609","prod_3c3cd5",False,NULL
155,"txn_dfc4e9981c","user_1013","738.31","2025-05-12 14:40:02.052924","mcht_2fda37a3","cd579525dfbe4aec9e94d52461078117","prod_5f4395",False,NULL
156,"txn_9a966ab9cf","user_1005","32921.73","2025-05-15 09:08:10.202203","mcht_47eaf08d","27b4a4056cf14dc588188e40c684fb79","prod_3ee596",False,NULL
157,"txn_c14f3b2d53","user_1019","688.56","2025-05-13 19:19:08.29337","mcht_dae58456","1166256a7739464e887028efa702ae14","prod_63664c",False,NULL
158,"txn_58cefa1e96","user_1081","1715.11","2025-05-08 02:45:35.641634","mcht_9bd5be58","90a32474c9cb4206a52c5fd4ea4abf71","prod_aca0d3",False,NULL
159,"txn_e4ee9db275","user_1056","519.34","2025-05-10 17:33:02.858539","mcht_cf02f9fd","12ae9f2f66d74841be27e29ee9a89f49","prod_7019f5",False,NULL
160,"txn_9b4acd1553","user_1100","1906.00","2025-05-20 08:38:22.934475","mcht_107cc45d","2a9ddca41c644ffcbd0119193f453194","prod_30ecce",False,NULL
161,"txn_27cbec9808","user_1025","576.49","2025-05-09 16:10:41.113564","mcht_713970a5","743f1302efba47e1977882c2cbad08ee","prod_da8b3c",False,NULL
162,"txn_1d78ec2ec2","user_1002","49635.39","2025-05-05 23:42:36.854381","mcht_ce80720b","33ac03760307487fa0dff6709935e499","prod_aca0d3",False,NULL
163,"txn_23de5acaff","user_1005","1368.90","2025-05-10 09:58:09.565478","mcht_53290e43","031e3c95bdfa43e0beb8a2b29de60931","prod_f00771",False,NULL
164,"txn_5dc11f7a0f","user_1061","1028.19","2025-05-11 20:10:10.793861","mcht_53290e43","64e2a4c89ab64900aea68feef384db63","prod_3de6f6",False,NULL
165,"txn_39c126619b","user_1034","747.28","2025-05-06 07:30:26.883233","mcht_e1e7bf64","2766dba5fb814eada79434e1d1514b2f","prod_aca0d3",False,NULL
166,"txn_aa925ef5e4","user_1023","1272.74","2025-05-12 13:49:38.463689","mcht_9bd5be58","5fc982c7e2714224adabb1bd7618cfa8","prod_a7eb2e",False,NULL
167,"txn_a233a59495","user_1099","1241.62","2025-05-07 10:24:16.284556","mcht_a9c8038d","8f873039b04b49d7a643a6bb5ea694b7","prod_f00771",False,NULL
168,"txn_737d4703f2","user_1053","600.50","2025-05-20 22:24:27.653458","mcht_e1e7bf64","350d8999933d465e843e583cbba582b8","prod_b623cd",False,NULL
169,"txn_972db6301a","user_1096","1174.54","2025-05-09 17:17:55.13689","mcht_8ca45277","dde43634733c4ccdbc801ac7663a7f7c","prod_27d903",False,NULL
170,"txn_84c84576c8","user_1071","1578.13","2025-05-11 22:05:48.680074","mcht_fec172af","3158cf29a0814e91a5d6317183869e1e","prod_8c53bf",False,NULL
171,"txn_b67ce148b4","user_1029","666.08","2025-05-18 14:49:53.159135","mcht_e1e7bf64","29d8382b013d4ab5bf4608e14184d172","prod_27d903",False,NULL
172,"txn_ede6315fcd","user_1050","556.40","2025-05-24 05:20:26.797213","mcht_dae58456","6fcce410f54045d0b70e10650bd8315a","prod_9360b4",False,NULL
173,"txn_74703b5aad","user_1035","1538.96","2025-05-11 02:04:03.867472","mcht_a9c8038d","c608f191b84a43c49434181c1732ebfa","prod_b8e250",False,NULL
174,"txn_b10c619d81","user_1019","679.08","2025-05-14 12:17:09.099588","mcht_dae58456","4eb78b682d5744f88089825e41d061d9","prod_52cbb5",False,NULL
175,"txn_dfadaa76cf","user_1016","164.84","2025-05-09 13:39:30.821167","mcht_9bd5be58","4db52de0ae044c9b846ce3d9147f2937","prod_3de6f6",False,NULL
176,"txn_311ed8be5e","user_1036","1418.13","2025-05-06 12:55:58.128025","mcht_9bd5be58","2c4e109cc8464b0d99bcb45641b01450","prod_93e20c",False,NULL
177,"txn_870fe67eb1","user_1068","1068.44","2025-05-15 20:17:51.56251","mcht_713970a5","8504dabde2574b91a6069325166164ea","prod_d03b7c",False,NULL
178,"txn_a631241054","user_1046","733.25","2025-05-11 06:56:15.484866","mcht_cf02f9fd","3a4018bf1d0d42288f29f4b0fdb2d195","prod_8c53bf",False,NULL
179,"txn_92390e9d33","user_1099","899.53","2025-05-15 08:57:20.9977","mcht_dae58456","f5e5796424534f12aa0b2fed9fb5d3c8","prod_95c032",False,NULL
180,"txn_7384d68cef","user_1033","589.03","2025-05-15 12:41:27.10183","mcht_53290e43","c2569d372d9b4d43b6ba15c84d01edb8","prod_d03b7c",False,NULL
181,"txn_69e5008776","user_1091","1861.53","2025-05-18 20:47:56.404284","mcht_107cc45d","52902277fe744d06b602476ef78c54eb","prod_8c53bf",False,NULL
182,"txn_a879ff530c","user_1042","991.03","2025-05-11 05:54:03.598543","mcht_5c597fbd","2da627e62d0b456cb0183f5b69e21ae6","prod_9360b4",False,NULL
183,"txn_6d398db244","user_1018","1882.27","2025-05-14 07:40:38.286694","mcht_713970a5","1b5802156fe7429ba895bdf7d20d45fa","prod_30ecce",False,NULL
184,"txn_a7a1649559","user_1009","1951.77","2025-05-07 05:01:13.90885","mcht_8ca45277","721c49e47c4746439cb7a48f3d0a42e5","prod_3ee596",False,NULL
185,"txn_690b256061","user_1032","889.03","2025-05-12 14:09:08.32456","mcht_d53978e6","b96d261f86104ed5b3182901effef990","prod_d94c5d",False,NULL
186,"txn_a74cb4d0fb","user_1038","474.13","2025-05-18 15:44:28.25192","mcht_2deb4d49","830dd94aa68d4621a90ffcbfe2d5acd6","prod_3de6f6",False,NULL
187,"txn_5a576cc666","user_1008","863.69","2025-05-18 04:56:27.523273","mcht_a9c8038d","1c93eab42b6f41e998c6b8a957c9e0eb","prod_c29e6f",False,NULL
188,"txn_55e87c0fdf","user_1033","1921.74","2025-05-15 09:09:03.150183","mcht_fec172af","8835784940784cfa821a62bb94583eac","prod_d03b7c",False,NULL
189,"txn_51a60e3a57","user_1004","1923.02","2025-05-13 08:17:57.592467","mcht_cf02f9fd","cf908596019d4019bb8954acaf3f54a9","prod_b58785",False,NULL
